Tijdstempel,Score,Wat is uw leeftijd in cijfers?,Wat is uw geslacht?,"Wat is het niveau waaraan u momenteel studeert of heeft gestudeerd, indien u al werkt?",Wat is uw vakgebied of studierichting?,"Is uw vakgebied of studierichting direct gerelateerd aan technische onderwerpen zoals ICT, kunstmatige intelligentie en AI-generatoren?",In hoeverre bent u bekend met AI-generatoren?,Hoe vaardig acht u uzelf in het begrijpen van de werking van AI-generatoren?,"Hoe regelmatig gebruikt u zelf AI-generatoren in uw studie of werk? (ChatGPT, DALL-E, Bard)","Waar heeft u AI-generatoren voorheen voor gebruikt, indien van toepassing?",Hoeveel vertrouwen heeft u in uw vermogen om onderscheid te maken tussen door AI gegenereerde en authentieke afbeeldingen?,Vul uw starttijd in,1: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",2: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",3: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",4: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",5: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",6: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",7: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",8: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",9: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",10: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",11: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",12: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",13: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",14: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",15: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",16: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",17: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",18: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",19: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",20: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",21: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",22: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",23: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",24: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",25: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",26: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",27: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",28: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",29: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",30: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",Vul uw eindtijd in:,Heeft u tijdens de survey nieuwe informatie opgedaan over AI-generatoren die u eerder niet kende?,In hoeverre heeft uw deelname aan deze survey invloed gehad op uw vertrouwen in het onderscheiden van  authentieke en door AI gegenereerde afbeeldingen?,Wat vond u van de moeilijkheidsgraad van de afbeeldingen?,Hoeveel foto's denkt u correct te hebben onderscheiden tijdens de survey?
3-12-2023 19:57:46,25 / 30,23,Man,Universitair (Bachelor/Master/PhD),Psychologie,Nee,4,4,5,Teksten genereren (ChatGPT),4,19:40:00,Echt,,Nep,veel vlakken lijken te effen,Nep,delen van het metaal van de tank lijken wel verwrongen en de schaduwen kloppen geloof ik niet helemaal.,Echt,,Nep,de handen van de op een na voorste vrouw kloppen niet helemaal en de naaimachines ijn niet even lang of even ver van elkaar af,Echt,,Echt,,Echt,,Nep,Het lijkt te veel op een Escher print,Nep,de structuur van de gezichten,Echt,,Echt,,Nep,de mensenmassa is te monochroom,Echt,,Echt,,Echt,geen enkel gezicht klopt helemaal,Echt,,Nep,"De texturen kloppen niet helemaal, Putin ziet eruit alsof hij gesmolten is in de magnetron",Echt,,Echt,,Echt,,Nep,texturen,Echt,,Nep,"moeilijk te zeggen, de focus lijkt willekeurig te variëren",Echt,,Echt,,Echt,,Nep,de texturen weer. Ook zijn er twee Putins,Echt,,Nep,de texturen. Ook is dat een big ass pistool,19:57:00,Nee,3,3,8
3-12-2023 20:30:25,16 / 30,53,Man,Universitair (Bachelor/Master/PhD),IT Risk & Security ,Ja,3,2,2,"Teksten genereren (ChatGPT), Gesprek aangaan",2,20:16:00,Echt,,Nep,Veel kopieën ,Nep,Onvoorstelbaarf,Nep,Rare arm,Echt,,Echt,,Echt,,Echt,,Nep,Rare opbouw ,Nep,Obama ouder gemaakt,Nep,Rare kleuren,Nep,Biden houdt het pistool zo raar vast,Nep,Rare kleur ,Nep,Slechte foto,Echt,,Echt,,Nep,Rare kleuren combinaties ,Nep,Hoofd Putin raar ,Echt,,Nep,Twee talen,Echt,,Nep,Karikatuur ,Nep,Onvoorstelbaar ,Nep,Perspectief t,Echt,,Echt,,Echt,,Nep,Veel Putins en vinger door tafel,Nep,Oud president in huidige tijd,Nep,Getekend,20:29:00,Nee,2,4,6
3-12-2023 21:05:49,26 / 30,50,Vrouw,HBO,Hospitality Industry,Nee,3,3,3,Teksten genereren (ChatGPT),3,20:51:00,Echt,,Echt,,Nep,Schaduw klopt niet,Nep,Gezichtsuitdrukking klopt niet bij de actie,Nep,Handen voorste vrouw kloppen niet,Echt,,Echt,,Echt,,Echt,,Nep,Huid,Echt,,Echt,,Nep,Rode vlekken te regelmatig ,Nep,"Lichtval
",Echt,,Nep,Vlaggen te veel op één lijn,Echt,,Nep,Hoofd Putin,Nep,Schaduw,Echt,,Echt,,Nep,Ze zien er uit als poppen,Echt,,Nep,Verkeerde voet voor,Echt,,Echt,,Nep,Vuil te plaatselijk en personen op achtergrond te vaag,Nep,Gezicht pruimen weerspiegeling in de tafel,Echt,,Nep,Zelfde onnatuurlijke huid,21:05:00,Nee,2,4,7
3-12-2023 21:13:50,16 / 30,82,Vrouw,Universitair (Bachelor/Master/PhD),sociologie / communicatieonderzoek,Nee,1,2,1,Niet van toepassing,2,21:01:00,Echt,,Echt,,Nep,alleen tank is echt in focus,Nep,situatie  past niet ,Nep,ken geen mensen zie zo achter de naaimachine zitten,Echt,,Echt,,Nep,compilatie doet vreemd aan,Echt,,Nep,gezichten en contrasten in huid hebben iets cartoonachtigs ,Nep,vlaggen wapperen in verschillende richtingen,Nep,situatie en het gezicht dat Biden er bij trekt,Echt,,Nep,aanbrengen van de oranje kleurvelden,Echt,,Echt,,Nep,de sprong van de man lijkt geen mogelijk vertrekpunt te hebben,Nep,"geretoucheerd, of het AI is weet ik niet",Echt,,Echt,,Echt,,Nep,Kan me niet herinneren dat die elkaar zo echt de hand hebben geschud,Echt,,Echt,,Nep,ze lachen in een niet lachwaardige situatie,Echt,,Echt,,Nep,te veel Poetin achtigen,Echt,,Nep,"Een namaak situatie, maar of dit door AI of andere techniek is geconstrueerd kan ik niet zien",21:13:00,Nee,3,3,4
3-12-2023 21:30:22,24 / 30,14,Vrouw,Middelbare school,Profiel nt ng,Nee,4,4,2,Teksten genereren (ChatGPT),3,21:15:00,Echt,,Nep,Het lijkt alsof sommige huizen niet op de grond staan,Nep,De mensen zien er net iets te perfect uit en de tank is scherper dan de rest van de foto,Echt,,Nep,De foto is op sommige plekken veel te scherp en bij ander andersom,Echt,,Echt,,Echt,,Echt,,Nep,Bij de middelste valt er licht op zijn achterhoofd en op zijn wangen,Echt,,Echt,,Nep,"Het lijkt alsof de hoofden aan elkaar vast zitten, het lijkt ook alsof ze allemaal dezelfde huidskleur hebben",Echt,,Echt,,Nep,Sommige hoofden hebben geen lichaam,Echt,,Nep,"Alle haartjes zitten op de goede plaats, geen lichaams haar, gewoon net iets te perfect",Nep,De schaduwen vallen soms net een andere kant op,Echt,,Nep,De gebouwen op de achtergrond zien er een beetje gek uit,Nep,"Geen lichaams haar, net iets te perfect en de belichting klopt niet helemaal",Echt,,Echt,,Echt,,Echt,,Nep,Er is daar een vrouw zonder onderlichaan,Nep,Iedereen heeft hetzelfde hoofd,Echt,,Echt,Gekke kronkels in het voorhoofd,21:29:00,Ja,4,4,8
3-12-2023 21:33:33,20 / 30,48,Vrouw,HBO,Leerkracht basisonderwijs ,Nee,1,2,1,Niet van toepassing,3,21:19:00,Nep,Waar de mensen staan,Echt,,Echt,,Nep,2 e persoon ernaast geplakt,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gezichten huid niet normaal,Echt,,Nep,Pistool in handen klopt niet,Nep,Stroom v mensen,Echt,,Echt,,Nep,Mensen in straat,Echt,,Nep,Hoofd man,Echt,,Echt,,Echt,,Nep,Hoofden,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Hoofden,Echt,,Nep,Hoofd,21:32:00,Nee,2,4,8
3-12-2023 21:44:52,19 / 30,15,Vrouw,Middelbare school,Natuur en gezondheid ,Nee,4,4,4,Teksten genereren (ChatGPT),3,21:37:00,Nep,De belichting ,Echt,,Echt,,Nep,Onrealistisch dat de man de vinger van de vrouw in zijn mond heeft,Echt,,Echt,,Nep,De kleuren kloppen niet,Echt,,Echt,,Nep,De wangen lijken van plastic het glimt ,Echt,,Echt,,Nep,Lijkt gwn nep,Nep,De samenstelling van de kleuren klopt niet,Echt,,Echt,,Echt,,Nep,Het gezicht lijkt heel apart,Nep,Heel onscherp,Echt,,Nep,Te heldere kleuren,Nep,Kleuren kloppen niet en het lijkt op barbie kleding,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Zijn hoofd is van plastic,21:44:00,Ja,2,4,7
3-12-2023 22:15:51,11 / 30,78,Vrouw,HBO,Onderwijs,Nee,1,2,1,Niet van toepassing,2,21:43:00,Nep,Lachend gezicht bij grimmige actie,Echt,,Nep,Afgekeken van Chinese plein,Nep,Onnatuurlijke houding arm,Echt,,Echt,,Nep,Hand niet aaiend,Echt,,Echt,,Nep,Waarom zou Obama met Trump op de dit gaan!,Nep,Niet op hetzelfde moment,Nep,Boden is tegen wapens,Echt,,Nep,Groot meer,Echt,,Echt,,Nep,Man midden boven,Echt,,Echt,,Nep,Lantaarnpaal,Echt,,Nep,Hebben elkaar nooit ontmoet,Nep,Onnatuurlijke houdingen onnatuurlijke reacties bij toeschouwers,Echt,,Nep,Te vrolijke gezichten,Nep,Obama en Biden te vriendelijk,Echt,,Echt,,Echt,,Nep,Deugt niet bij image,22:05:00,Ja,1,4,5
4-12-2023 12:49:21,22 / 30,20,Vrouw,Universitair (Bachelor/Master/PhD),Communicatie ,Nee,4,3,3,Teksten genereren (ChatGPT),2,12:38:00,Echt,,Echt,,Echt,,Nep,De volwassen man die aan vingers van een vrouw zuigt in een publieke situatie?,Nep,Ziet er een gemaakt uit?,Echt,,Echt,,Echt,,Echt,,Nep,De cartoonachtige stijl die de foto uitbeeld,Echt,,Echt,,Nep,Ziet er uit alsof het getekend kan zijn ,Echt,,Echt,,Nep,De kleuren zijn misschien relatief fel? Weet het niet zo zeker bij deze,Echt,,Nep,De foto lijkt cartoonachtig,Echt,,Echt,,Echt,,Nep,Cartoonachtige/schilderachtige stijl,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Putin staat er 2/3? Keer in,Nep,,Nep,Weer een hele cartoonachtige stijl,12:48:00,Ja,3,2,7
4-12-2023 15:25:43,25 / 30,23,Man,Universitair (Bachelor/Master/PhD),Informatiekunde,Ja,5,4,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,15:16:00,Echt,,Echt,,Nep,Er zit een soort waas achter,Echt,,Echt,,Echt,,Nep,Er zijn te veel vingers aan de hand,Echt,,Echt,,Nep,Gezichtvormen,Echt,,Echt,,Nep,De gebouwen zien er gek uit,Echt,,Echt,,Nep,De bomen zweven en de gezichten kloppen niet,Echt,,Nep,Het gezicht klopt niet,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,De vingers kloppen niet en de gezichten kloppen niet,Echt,,Nep,Er hangt zo'n waas over de foto,15:25:00,Ja,2,4,6
4-12-2023 18:36:34,26 / 30,28,Vrouw,Universitair (Bachelor/Master/PhD),Business administration,Nee,2,3,1,Niet van toepassing,3,18:26:00,Echt,,Nep,Kleurgebruik,Nep,Tank ziet er niet helemaal echt uit,Echt,,Nep,Door scherpte/onscherp verschil,Echt,,Nep,Scherpte ,Echt,,Nep,Door de lagen ,Nep,Lijkt wel een cartoon,Echt,,Nep,Houding/manier waarop hij het voorwerp vasthoudt,Nep,Kleurgebruik ,Echt,,Echt,,Nep,Gebouwen ,Echt,,Nep,Lijkt op een cartoon door kleurgebruik en te sterk contrast.,Nep,Door de onscherpte/blur,Echt,,Nep,Kleurgebruik ,Nep,Cartoon/kleur/teveel contrast,Echt,,Nep,Onscherpte/blur,Echt,,Echt,,Echt,,Nep,Cartoon/2x Putin lijkt wel,Echt,,Nep,Cartoon/kleur/teveel contrast,18:35:00,Nee,4,4,7
4-12-2023 18:42:33,25 / 30,24,Man,HBO,Bos- en Natuurbeheer ,ICT speelt een kleine maar aanwezige rol in mijn vak,3,3,2,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,18:12:00,Nep,De belichting op het gezicht van de middelste persoon,Nep,De schaduwen komen niet met mekaar overeen ,Nep,De silhouetten lijken te strak,Echt,,Echt,,Echt,,Nep,De hand en het oog van de kat lijken onnatuurlijk gevormd ,Echt,,Nep,Er vind een herhalend patroon plaats in de afbeelding ,Nep,De gezicht textuur en belichting kloppen niet,Nep,De vlaggen lijken zich raar te gedragen ,Echt,,Nep,De mensenmassa is te wazig en regelmatig ,Echt,,Echt,,Nep,De mensenmassa is te regelmatig ,Echt,,Nep,Belichting en gezicht textuur ,Nep,Zie herhalende patronen ,Echt,,Echt,,Nep,Onrealistische belichting ,Echt,,Nep,De belichting en de sandaal lijken niet te kloppen,Echt,,Echt,,Echt,,Nep,Belichting+ meerdere Putin's aan één tavel,Echt,,Nep,Belichting en gezicht ,18:40:00,Ja,3,3,8
4-12-2023 18:44:13,26 / 30,35,Vrouw,MBO,Horeca,Ieder vakgebied is daar in zekere mate mee verbonden.,3,3,1,Niet van toepassing,4,18:23:00,Echt,,Nep,De huisjes in de verte lijken uit een videogame te komen,Echt,Maar met veel filters!,Echt,,Echt,,Echt,,Nep,Vingers in de linker hand,Echt,,Nep,Nep of heel onscherp,Nep,"Zo zien die mensen er niet uit, trump zou echt kunnen zijn maar biden en obama sowiezo niet!",Echt,,Echt,Maar hij heeft wel een heel vage blik.,Nep,Deze is heel lastig omdat je bijna geen details kunt onderscheiden. Ik denk te zien dat de stoet heel abrupt ophoud en daarna ineens weer verder gaat. Hierdoor en de onscherpte ben ik geneigd nep te zeggen,Echt,,Echt,Als deze wel nep is is dat heeeel knap gedaan!,Nep,De gezichten lijken op de hoofden geplakt te zijn.,Echt,,Nep,Te scherp contrast en de vinger van putin.,Nep,"De situatie is echt de foto niet, ik denk dit omdat hij te wazig is. Op een echte foto zou je naar mijn idee bij de 2 gedaantes rechts onderin meer details moeten kunnen onderscheiden.",Echt,,Echt,,Nep,"Het lijkt een cartoon, te scherpe randen.",Echt,,Nep,"Of ze heeft een lelijke verwonding aan haar linker oog, voor de kijkers rechts.",Echt,,Echt,,Echt,,Nep,"Vingers, blik in de ogen.",Echt,,Nep,"Heel heftig ""litteken"" op zijn linker voorhoofd. (Kijkers rechts)",18:40:00,Nee,4,4,8
4-12-2023 18:47:23,19 / 30,28,Vrouw,Middelbare school,HR,Nee,5,4,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",2,18:44:00,Echt,,Nep,Alles is zo klein,Nep,Zijkanten ,Nep,Vervorming hand ,Echt,,Echt,,Echt,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,18:47:00,Nee,3,4,4
4-12-2023 18:58:11,20 / 30,25,Man,MBO,Micro biologische analist,Nee,5,4,4,"Afbeeldingen genereren (DALL-E, Midjourney)",3,18:50:00,Echt,,Echt,,Nep,Hoe de schaduwen vallen ziet er on natuurlijk uit. Plus de kleur kloppen niet helemaal van de tank,Nep,Weet jet niet zeker maar als dit jo biden is denk ik niet dat hij dit heeft gedaan.,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Het hooft van Obama ziet er erg nep uit en het hooft van biden is tegroot,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,"De verlichting ziet er niet echt uit. Alles ziet er te glad uit
",Nep,De vormen van de mensen zijn te lang en dun.,Echt,,Echt,,Nep,De verlichting en de hoofden zien er nep uit,Nep,,Echt,,Nep,,Echt,,Echt,,Nep,Denk dat ik putin twee keer zie zitten daar,Echt,,Nep,De verlichting is te nep ,17:03:00,Nee,4,2,8
4-12-2023 19:07:25,21 / 30,28,Man,HBO,Voeding en diëtetiek ,Nee,3,3,2,Teksten genereren (ChatGPT),4,18:59:00,Echt,,Nep,De details lijken nogal vaag,Nep,De ruimte rondom de tank ziet er niet echt uit,Echt,,Nep,De overgang tussen focus en niet focus lijkt niet te kloppen,Echt,,Echt,,Echt,,Echt,,Nep,De gezichten komen nep over,Echt,,Echt,,Echt,,Nep,De kleuren in de afbeelding geven het een minder echt gevoel ,Echt,,Echt,,Echt,,Nep,De gezichten zien er plastic uit,Echt,,Echt,,Echt,,Nep,Het lijkt net een cartoon tekening,Echt,,Nep,Er lijkt een soort waas over de foto te zitten,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Het lijkt weer een cartoon achtige foto,19:06:00,Nee,3,4,7
4-12-2023 19:20:09,21 / 30,32,Vrouw,HBO,Pedagogiek,Nee,3,2,1,Niet van toepassing,2,19:03:00,Echt,De vrouw met zwarte schoenen staat raar,Echt,,Echt,,Nep,De vinger in de mond ziet er onnatuurlijk uit,Nep,De hand van de 2e vrouw klopt volgens mij niet,Echt,,Nep,De hand heeft te veel vingers ,Nep,De vrouw heeft het bord verkeerde om vast,Echt,,Nep,De gezichten en handen kloppen niet,Echt,,Nep,Hand klopt niet,Nep,Te veel van hetzelfde,Echt,,Nep,Handen kloppen niet,Nep,Vlaggen kijken te veel op elkaar,Echt,,Nep,Gezicht klopt niet en handen ook niet,Nep,Persoon in witte hemd is niet in verhouding ,Echt,,Echt,,Nep,Handen en gezichten kloppen niet,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Handen en gezichten ,Nep,Arm achter bij de paal,Nep,Gezicht lijkt van plastic ,19:18:00,Ja,3,4,5
4-12-2023 19:25:54,17 / 30,28,Vrouw,HBO,Pedagogisch Hulpverlener,Nee,2,1,1,Niet van toepassing,4,19:15:00,Nep,De hand rechts ziet er nep uit.,Echt,,Echt,,Nep,Lichtinval ,Echt,,Echt,,Nep,Lichtinval,Echt,,Nep,Verhoudingen,Nep,Schaduwen op de gezichten.,Echt,,Nep,Positie hand rechts,Nep,Te dicht op elkaar,Echt,,Echt,,Nep,Door de vlaggen en posities,Nep,Bak lijkt te vliegen,Nep,Lichtinval,Echt,,Echt,,Nep,Mensen lijken geplakt,Nep,Lichtinval en lijkt getekend,Nep,Voorstanders te vaag,Echt,,Echt,,Nep,De situatie ,Echt,,Nep,Licht en ,Nep,Lichtverschil,Nep,Te veel contrast,19:25:00,Ja,2,4,5
4-12-2023 19:41:44,22 / 30,24,Man,MBO,Chemisch-fysisch analist,Nee,3,2,2,"Afbeeldingen genereren (DALL-E, Midjourney)",3,19:23:00,Echt,,Nep,er zijn bepaalde plekken die er raar uit zien,Nep,het ziet er heel erg cartoon-achtig uit,Nep,biden kan raar doen maar dit zou niet kunnen.,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,de voorhoofden zien er raar uit,Echt,,Echt,,Nep,de foto mist textuur,Echt,,Echt,,Nep,de gebouwen en mensen missen textuur,Echt,,Nep,Merkel ziet er niet zo goed uit 😂,Nep,de achtergrond lijkt raar,Nep,de text lijkt nep,Echt,,Nep,wilders haar ziet er nep uit.,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,alle mensen lijken op putin,Echt,,Nep,biden’s voorhoofd ziet er raar uit,19:39:00,Ja,3,4,6
4-12-2023 19:43:02,24 / 30,56,Vrouw,HBO,Operatieassistent,Nee,2,1,1,Niet van toepassing,1,19:25:00,Echt,,Echt,,Nep,Te gemaakt/in scène gezet,Nep,Het hoofd van de man lijkt erop geplakt,Echt,,Echt,,Nep,Kat ziet er te perfect uit voor de omgeving,Echt,,Echt,,Nep,Alle hoofden zien er nep uit,Nep,De vlag rechts boven,Echt,,Nep,De mensen zijn onscherp tov de omgeving,Nep,Het plafond klopt niet,Echt,,Nep,Alsof de mensen erop zijn geplakt,Echt,,Nep,Hoofd van Poetin,Nep,De mensen lijken schimmen,Echt,,Echt,,Nep,Opgeplakte hoofden,Echt,,Nep,De vrouw,Echt,,Echt,,Echt,,Nep,Poetins hoofd,Echt,,Nep,Het hoofd,19:42:00,Nee,3,3,6
4-12-2023 20:03:12,19 / 30,28,Vrouw,HBO,Sportkunde,Nee,3,4,1,Niet van toepassing,4,19:50:00,Echt,,Nep,De kleuren lijken niet realistisch,Echt,,Nep,De houding van Joe Biden,Echt,,Echt,,Nep,Kleur en positie van de kat,Echt,,Echt,,Nep,Het gezicht/de huid van Obama lijkt onnatuurlijk. Joe biden heeft een andere vorm van zijn hoofd en zijn huid lijkt ook onnatuurlijk.,Nep,De grote regenboog vlag lijkt op de afbeelding te zijn geplakt.,Echt,,Nep,Door het rood wat steeds terugkeert,Nep,De mannen op de tractor lijken niet echt in verhouding tot de rest van de afbeelding,Echt,,Echt,,Echt,,Nep,De zwarte kleur van het pak van Poetin lijkt nep. Zijn gezicht lijkt te strak en te gemaakt.,Echt,,Echt,,Echt,,Nep,Hun gezicht is te strak en te egaal. Net zoals hun haren. En de gloed die over hun pak schijnt,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Het gezich en de huid van Poetin lijken nep.,Echt,,Nep,Het gezicht van Biden lijkt te gemaakt.,20:02:00,Nee,2,3,6
4-12-2023 20:08:40,18 / 30,37,Vrouw,HBO,Fysiotherapie ,Nee,1,1,1,Niet van toepassing,3,19:59:00,Echt,,Nep,Vage kleuren en details missen,Echt,,Nep,Vinger ziet er onnatuurlijk uit,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,"Kleuren, rimpels/tekeningen in het gezixht",Nep,Grote vlag onnatuurlijk,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Beide hoofden onnatuurlijke kleuren,Echt,,Echt,,Echt,,Nep,Kleurencontrast huid en haar,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,"Hoofden zijn nep , lijken veel op elkaar, klopt niet",Echt,,Nep,"Hoofd, gezicht is onnatuurlijk qua kleur",20:07:00,Nee,3,4,6
4-12-2023 21:10:19,21 / 30,19,Vrouw,Universitair (Bachelor/Master/PhD),Rechtsgeleerdheid ,Nee,2,3,3,Teksten genereren (ChatGPT),3,21:04:00,Echt,,Echt,,Nep,de kleuren bij de kinderen hun kleding ,Nep,dat Biden in der vinger bijt,Echt,,Echt,,Nep,gezicht te glad,Echt,,Echt,,Nep,kleuren en lijnen bij gezichten en pakken,Nep,kleuren van de vlaggen,Echt,,Echt,,Nep,de lijnen,Echt,,Nep,de kleuren,Echt,,Nep,lijnen en kleurgebruik,Echt,,Echt,,Echt,,Nep,onwaarschijnlijk en kleuren en lijnen,Echt,,Nep,kleurgebruik stenen en lijnen,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,kleur gebruik en lijnen,21:09:00,Nee,2,4,5
4-12-2023 22:02:56,30 / 30,24,Man,MBO,Motion Graphic Designer,Ja,4,3,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,18:30:00,Echt,,Echt,,Nep,Voornamelijk de schaduwen die niet lijken te kloppen. Ook is alles net wat te smooth.,Echt,,Nep,De vorm van het hoofd lijk niet helemaal te kloppen en het is te smooth.,Echt,,Nep,Handen lijken onnatuurlijk ,Echt,,Nep,Als is inzoom lijken de pixels gek,Nep,Situatie is nooit gebeurd en alles is veel te smooth ,Echt,,Echt,,Nep,De wiel aan de auto,Echt,,Echt,,Nep,"Gezichten kloppen niet, alles is te smooth.",Echt,,Nep,Te smooth en handen.,Nep,Teveel dingen die net niet helemaal goed te lijken kloppen. Maar dit is een lastige!,Echt,,Echt,,Nep,Veel te smooth ,Echt,,Nep,Veel te Smooth ,Echt,,Echt,,Nep,Het afval is allemaal net niks,Nep,Te smooth ,Echt,,Nep,Te smooth ,7:00:00,Nee,3,3,9
4-12-2023 22:59:14,20 / 30,39,Vrouw,HBO,Zorg,Nee,2,3,2,Niet van toepassing,3,22:43:00,Echt,,Echt,,Nep,Lijkt gefotoshopt ,Nep,Is erin geshopt,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Kleur en structuur van de foto is niet realistisch en de gezichten komen heel erg uit de afbeelding springen ,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Het gezicht van putin is niet echt,Echt,,Echt,,Echt,,Nep,Zie aan de gezichten ,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Het gezicht is niet realistisch ,22:59:00,Nee,3,3,8
